id,fingerprint,brand_name,product_name,quantity,category
15371,"just organik|powder redchilli regular|100g",just organik,powder redchilli regular,100g,"Foodgrains, Oil & Masala"
15372,"patanjali|patanjali kachi ghani mustard oil|910g",patanjali,patanjali kachi ghani mustard oil,910g,
15373,"fortune|fortune kachi ghani mustard oil|910g",fortune,fortune kachi ghani mustard oil,910g,
15374,"fortune|fortune pehli dhaar first pressed kachi ghani mustard oil|910g",fortune,fortune pehli dhaar first pressed kachi ghani mustard oil,910g,
15375,"kings|kings kachi ghani pure mustard oil|4500g",kings,kings kachi ghani pure mustard oil,4500g,
15376,"kings|kings kachi ghani pure mustard oil|900g",kings,kings kachi ghani pure mustard oil,900g,
15377,"patanjali|patanjali kachi ghani mustard oil|4550g",patanjali,patanjali kachi ghani mustard oil,4550g,
15378,"dalda|dalda kachi ghani oil|910g",dalda,dalda kachi ghani oil,910g,
15379,"tata simply better|tata simply better cold pressed mustard oil|910g",tata simply better,tata simply better cold pressed mustard oil,910g,
15380,"tez|tez mustard kachchi ghani oil|910g",tez,tez mustard kachchi ghani oil,910g,
15381,"tez|tez mustard oil|500ml",tez,tez mustard oil,500ml,
15382,"dhara|dhara kachighani mustard oil|910g",dhara,dhara kachighani mustard oil,910g,
15383,"tata simply better|tata simply better cold pressed mustard oil|4550g",tata simply better,tata simply better cold pressed mustard oil,4550g,
15384,"gramiyaa|gramiyaa wood cold pressed mustard oil|1000ml",gramiyaa,gramiyaa wood cold pressed mustard oil,1000ml,
15385,"rro|rro premium mustard oil|5000ml",rro,rro premium mustard oil,5000ml,
15386,"rro|rro mastdil premium mustard oil|910g",rro,rro mastdil premium mustard oil,910g,
15387,"ruchi|ruchi mahakosh mustard oil|850g",ruchi,ruchi mahakosh mustard oil,850g,
15388,"dmart premia|dmart premia rai|100g",dmart premia,dmart premia rai,100g,
15389,"ugaoo|ugaoo indian vegetables seeds bank 35 varieties 1675 seeds|1u",ugaoo,ugaoo indian vegetables seeds bank 35 varieties 1675 seeds,1u,
15390,"ugaoo|ugaoo fenugreek methi vegetable seeds|10g",ugaoo,ugaoo fenugreek methi vegetable seeds,10g,
15391,"ugaoo|ugaoo cherry tomato seeds|50u",ugaoo,ugaoo cherry tomato seeds,50u,
15392,"ugaoo|ugaoo coriander vegetable seeds|6g",ugaoo,ugaoo coriander vegetable seeds,6g,
15393,"american garden|american garden u s mustard sauce|227g",american garden,american garden u s mustard sauce,227g,
15394,"gulab|gulab cold pressed mustard oil|1000ml",gulab,gulab cold pressed mustard oil,1000ml,
15395,"mhf|mhf sofa slip cover florida mustard 6|1u",mhf,mhf sofa slip cover florida mustard 6,1u,
15396,"gg by baggit|gg by baggit lxe deltona e wiggles tote bag mustard|1unit",gg by baggit,gg by baggit lxe deltona e wiggles tote bag mustard,1unit,
15397,"kanvas katha|kanvas katha vanity kkcp001 mustard|1unit",kanvas katha,kanvas katha vanity kkcp001 mustard,1unit,
15398,"mhf|mhf abstract empire cushion cover 01 musterd 40 x 40 cm 2|1unit",mhf,mhf abstract empire cushion cover 01 musterd 40 x 40 cm 2,1unit,
15399,"dmart premia|dmart premia rai red|500g",dmart premia,dmart premia rai red,500g,
15400,"satyam|satyam rai|200g",satyam,satyam rai,200g,
15401,"tong garden|tong garden salted pumpkin seeds|28g",tong garden,tong garden salted pumpkin seeds,28g,
15402,"tong garden|tong garden salted sunflower seeds|30g",tong garden,tong garden salted sunflower seeds,30g,
15403,"tong garden|tong garden paprika pumpkin seeds|30g",tong garden,tong garden paprika pumpkin seeds,30g,
15404,"tong garden|tong garden roasted pumpkin kernels|180g",tong garden,tong garden roasted pumpkin kernels,180g,
15405,"tong garden|tong garden roasted sunflower kernels|200g",tong garden,tong garden roasted sunflower kernels,200g,
15406,"tong garden|tong garden bbq sunflower spicy|30g",tong garden,tong garden bbq sunflower spicy,30g,
15407,"shasha|shasha yellow mustard seeds|100g",shasha,shasha yellow mustard seeds,100g,
15408,"chukde|chukde brown big mustard seeds|100g",chukde,chukde brown big mustard seeds,100g,
15409,"tata sampann|tata sampann whole mustard seeds|200g",tata sampann,tata sampann whole mustard seeds,200g,
15410,"whole farm|whole farm premium methi seeds|100g",whole farm,whole farm premium methi seeds,100g,
15411,"organic tattva|organic tattva organic methi seeds|100g",organic tattva,organic tattva organic methi seeds,100g,
15412,"24 mantra organic|24 mantra organic methi seeds fenugreek seeds|100g",24 mantra organic,24 mantra organic methi seeds fenugreek seeds,100g,
15413,"orika|orika fenugreek methi seeds|150g",orika,orika fenugreek methi seeds,150g,
15414,"aashirvaad|aashirvaad pure whole fenugreek methi seeds|200g",aashirvaad,aashirvaad pure whole fenugreek methi seeds,200g,
15415,"pro nature|pro nature organic methi seeds fenugreek|200g",pro nature,pro nature organic methi seeds fenugreek,200g,
15416,"zoff|zoff premium methi seeds|100g",zoff,zoff premium methi seeds,100g,
15417,"natureland|natureland organic methi seeds|150g",natureland,natureland organic methi seeds,150g,
15418,"on1y|on1y methi seeds|100g",on1y,on1y methi seeds,100g,
15419,"conscious food|conscious food organic saunf seeds|100g",conscious food,conscious food organic saunf seeds,100g,
15420,"veedint|veedint fennel saunf seeds|400g",veedint,veedint fennel saunf seeds,400g,
15421,"kbm|kbm saunf sabut fennel whole|100g",kbm,kbm saunf sabut fennel whole,100g,
15422,"jk|jk poppy seeds|50g",jk,jk poppy seeds,50g,
15423,"dhani pure|dhani pure poppy seeds|100g",dhani pure,dhani pure poppy seeds,100g,
15424,"shasha|shasha khas khas poppy seeds from house pansari|100g",shasha,shasha khas khas poppy seeds from house pansari,100g,
15425,"whole farm|whole farm premium poppy seeds|100g",whole farm,whole farm premium poppy seeds,100g,
15426,"organic tattva|organic seeds black mustard sasive|100g",organic tattva,organic seeds black mustard sasive,100g,"Foodgrains, Oil & Masala"
15427,"24 mantra organic|organic mustard sasive seeds whole big|100g",24 mantra organic,organic mustard sasive seeds whole big,100g,"Foodgrains, Oil & Masala"
15428,"popular essentials|mustard seeds rai small|100g",popular essentials,mustard seeds rai small,100g,"Foodgrains, Oil & Masala"
15429,"sri sri tattva|black mustard seeds highly nutritious increase appetite boosts overall health|100g",sri sri tattva,black mustard seeds highly nutritious increase appetite boosts overall health,100g,"Foodgrains, Oil & Masala"
15430,"kesarco|rai black mustard seeds|200g",kesarco,rai black mustard seeds,200g,"Foodgrains, Oil & Masala"
15431,"natureland organics|mustard seeds black rich in omega 3|150g",natureland organics,mustard seeds black rich in omega 3,150g,"Foodgrains, Oil & Masala"
15432,"natureland organics|mustard seeds yellow|150g",natureland organics,mustard seeds yellow,150g,"Foodgrains, Oil & Masala"
15433,"pro nature|organic seeds mustard sasive|200g",pro nature,organic seeds mustard sasive,200g,"Foodgrains, Oil & Masala"
15434,"salz & aroma|mustard seed|350g",salz & aroma,mustard seed,350g,"Foodgrains, Oil & Masala"
15435,"homefills|sarsoon mustard seeds adds flavour used tempering|100g",homefills,sarsoon mustard seeds adds flavour used tempering,100g,"Foodgrains, Oil & Masala"
15436,"sunrise pure|pure shorshe posto powder mustard poppy seeds spice mix|50g",sunrise pure,pure shorshe posto powder mustard poppy seeds spice mix,50g,"Foodgrains, Oil & Masala"
15437,"ganesh|cumin seeds jeera whole|100g",ganesh,cumin seeds jeera whole,100g,"Foodgrains, Oil & Masala"
15438,"ganesh|cumin seeds jeera whole|50g",ganesh,cumin seeds jeera whole,50g,"Foodgrains, Oil & Masala"
15439,"mayurank|pila sarson yellow mustard seeds packed health benefits|100g",mayurank,pila sarson yellow mustard seeds packed health benefits,100g,"Foodgrains, Oil & Masala"
15440,"dnv|red mustard seeds|100g",dnv,red mustard seeds,100g,"Foodgrains, Oil & Masala"
15441,"jk|sarso yellow mustard seed|100g",jk,sarso yellow mustard seed,100g,"Foodgrains, Oil & Masala"
15442,"jk|sarso yellow mustard seed|500g",jk,sarso yellow mustard seed,500g,"Foodgrains, Oil & Masala"
15443,"kitchen treasures|100 mustard|250g",kitchen treasures,100 mustard,250g,"Foodgrains, Oil & Masala"
15444,"kitchen treasures|100 mustard|100g",kitchen treasures,100 mustard,100g,"Foodgrains, Oil & Masala"
15445,"jk|jeera cumin seed|100g",jk,jeera cumin seed,100g,"Foodgrains, Oil & Masala"
15446,"jk|jeera|500g",jk,jeera,500g,"Foodgrains, Oil & Masala"
15447,"dnv|yellow mustard seeds|100g",dnv,yellow mustard seeds,100g,"Foodgrains, Oil & Masala"
15448,"organic tattva|organic seeds brown mustard sasive|100g",organic tattva,organic seeds brown mustard sasive,100g,"Foodgrains, Oil & Masala"
15449,"mayurank|black mustard seeds kala sarson tiny strong flavoured|100g",mayurank,black mustard seeds kala sarson tiny strong flavoured,100g,"Foodgrains, Oil & Masala"
15450,"emami healthy & tasty|mantra whole jeera cumin seeds|100g",emami healthy & tasty,mantra whole jeera cumin seeds,100g,"Foodgrains, Oil & Masala"
15451,"zoff|red mustard seeds|100g",zoff,red mustard seeds,100g,"Foodgrains, Oil & Masala"
15452,"cee pee|mustard seeds|100g",cee pee,mustard seeds,100g,"Foodgrains, Oil & Masala"
15453,"ganesh|black mustard seeds rai whole|100g",ganesh,black mustard seeds rai whole,100g,"Foodgrains, Oil & Masala"
15454,"organic india|mustard seeds certified organic|100g",organic india,mustard seeds certified organic,100g,"Foodgrains, Oil & Masala"
15455,"just organik|mustardseeds sarson|100g",just organik,mustardseeds sarson,100g,"Foodgrains, Oil & Masala"
15456,"homefills|mustard powder enhances flavour|50g",homefills,mustard powder enhances flavour,50g,"Foodgrains, Oil & Masala"
15457,"terra greens|mustard|100g",terra greens,mustard,100g,"Foodgrains, Oil & Masala"
15458,"gryhosthy|sarso yellow whole rich in omega 3 fatty acids|100g",gryhosthy,sarso yellow whole rich in omega 3 fatty acids,100g,"Foodgrains, Oil & Masala"
15459,"homefills|yellow mustard adds flavour|100g",homefills,yellow mustard adds flavour,100g,"Foodgrains, Oil & Masala"
15460,"chukde|rai|100g",chukde,rai,100g,"Foodgrains, Oil & Masala"
15461,"namma masala|mustard adds flavour to dishes rich in minerals|100g",namma masala,mustard adds flavour to dishes rich in minerals,100g,"Foodgrains, Oil & Masala"
15462,"harima|mustard powder used preparing sauces egg dishes pickles curries|50g",harima,mustard powder used preparing sauces egg dishes pickles curries,50g,"Foodgrains, Oil & Masala"
15463,"surya|powder mustard|200g",surya,powder mustard,200g,"Foodgrains, Oil & Masala"
15464,"sunrise pure|pure brown mustard whole spice sarso|50g",sunrise pure,pure brown mustard whole spice sarso,50g,"Foodgrains, Oil & Masala"
15465,"mai rasoi|yellow mustard sarson rai sassvi|100g",mai rasoi,yellow mustard sarson rai sassvi,100g,"Foodgrains, Oil & Masala"
15466,"kesarco|jeera cumin|100g",kesarco,jeera cumin,100g,"Foodgrains, Oil & Masala"
15467,"sunrise pure|pure yellow mustard whole spice sarso|50g",sunrise pure,pure yellow mustard whole spice sarso,50g,"Foodgrains, Oil & Masala"
15468,"nutraj|nutraj cardamom elaichi|50g",nutraj,nutraj cardamom elaichi,50g,
15469,"nutraj|nutraj cardamom elaichi|20g",nutraj,nutraj cardamom elaichi,20g,
15470,"snapin|snapin cardamom powder|15g",snapin,snapin cardamom powder,15g,
15471,"jalaram|jalaram brand cardamom powder|20g",jalaram,jalaram brand cardamom powder,20g,
15472,"jk|jk green cardamom whole small|25g",jk,jk green cardamom whole small,25g,
15473,"whole farm|whole farm premium choti elachi green cardamom whole|20g",whole farm,whole farm premium choti elachi green cardamom whole,20g,
15474,"dhani pure|dhani pure large black cardamom whole|50g",dhani pure,dhani pure large black cardamom whole,50g,
15475,"orika|orika green cardamom whole|60g",orika,orika green cardamom whole,60g,
15476,"whole farm|whole farm premium choti elachi green cardamom whole|50g",whole farm,whole farm premium choti elachi green cardamom whole,50g,
15477,"tata sampann|tata sampann green cardamom whole|50g",tata sampann,tata sampann green cardamom whole,50g,
15478,"dhani pure|dhani pure small green cardamom whole|25g",dhani pure,dhani pure small green cardamom whole,25g,
15479,"on1y|on1y green cardamom whole|50g",on1y,on1y green cardamom whole,50g,
15480,"catch|catch green cardamom whole|25g",catch,catch green cardamom whole,25g,
15481,"organic box|organic organic green cardamom whole|100g",organic box,organic organic green cardamom whole,100g,
15482,"shasha|shasha small green cardamom whole from house pansari|50g",shasha,shasha small green cardamom whole from house pansari,50g,
15483,"conscious food|conscious food organic cardamom whole elaichi green|50g",conscious food,conscious food organic cardamom whole elaichi green,50g,
15484,"flavocrest|flavocrest green cardamom whole|50g",flavocrest,flavocrest green cardamom whole,50g,
15485,"orika|orika green cardamom powder|45g",orika,orika green cardamom powder,45g,
15486,"chukde|chukde green cardamom powder|50g",chukde,chukde green cardamom powder,50g,
15487,"snapin|snapin cardamom powder|45g",snapin,snapin cardamom powder,45g,
15488,"vrd masale|vrd masale cardamom seeds|50g",vrd masale,vrd masale cardamom seeds,50g,
15489,"on1y|on1y seed cardamom powder|52g",on1y,on1y seed cardamom powder,52g,
15490,"whole farm grocery|whole farm grocery nakul dana elaichi dana|200g",whole farm grocery,whole farm grocery nakul dana elaichi dana,200g,
15491,"organic zing|organic zing natural organic cinnamon whole dalchini|227g",organic zing,organic zing natural organic cinnamon whole dalchini,227g,
15492,"whole farm|whole farm premium cassia roll stick|50g",whole farm,whole farm premium cassia roll stick,50g,
15493,"organic tattva|organic tattva organic cinnamon whole dalchini|50g",organic tattva,organic tattva organic cinnamon whole dalchini,50g,
15494,"whole farm|whole farm premium cassia bark taj|50g",whole farm,whole farm premium cassia bark taj,50g,
15495,"catch|catch cinnamon whole dalchini|50g",catch,catch cinnamon whole dalchini,50g,
15496,"whole farm|whole farm premium cassia roll stick|100g",whole farm,whole farm premium cassia roll stick,100g,
15497,"on1y|on1y whole cassia dalchini sticks|40g",on1y,on1y whole cassia dalchini sticks,40g,
15498,"orika|orika true cinnamon stick|40g",orika,orika true cinnamon stick,40g,
15499,"pro nature|pro nature organic cassia sticks|50g",pro nature,pro nature organic cassia sticks,50g,
15500,"whole farm|whole farm premium clove whole|20g",whole farm,whole farm premium clove whole,20g,
15501,"zoff|zoff premium laung clove whole|25g",zoff,zoff premium laung clove whole,25g,
15502,"whole farm|whole farm premium clove whole|50g",whole farm,whole farm premium clove whole,50g,
15503,"aashirvaad|aashirvaad pure whole clove whole laung|50g",aashirvaad,aashirvaad pure whole clove whole laung,50g,
15504,"orika|orika lal pari clove whole|75g",orika,orika lal pari clove whole,75g,
15505,"organic tattva|organic tattva organic clove whole|50g",organic tattva,organic tattva organic clove whole,50g,
15506,"tata sampann|tata sampann clove whole|50g",tata sampann,tata sampann clove whole,50g,
15507,"on1y|on1y clove whole|50g",on1y,on1y clove whole,50g,
15508,"vrd masale|vrd masale clove whole|50g",vrd masale,vrd masale clove whole,50g,
15509,"hamdard khaalis|hamdard khaalis clove whole|50g",hamdard khaalis,hamdard khaalis clove whole,50g,
15510,"whole farm|whole farm premium bay leaf tej patta|50g",whole farm,whole farm premium bay leaf tej patta,50g,
15511,"catch|catch whole bay leaf|50g",catch,catch whole bay leaf,50g,
15512,"zoff|zoff premium indian bay leaf|50g",zoff,zoff premium indian bay leaf,50g,
15513,"natureland|natureland organic bay leaf|50g",natureland,natureland organic bay leaf,50g,
15514,"chukde|chukde bay leaf|50g",chukde,chukde bay leaf,50g,
15515,"chukde|chukde cassia quills|50g",chukde,chukde cassia quills,50g,
15516,"zoff|zoff premium cassia bark taj|50g",zoff,zoff premium cassia bark taj,50g,
15517,"tata sampann|tata sampann cassia bark taj whole|50g",tata sampann,tata sampann cassia bark taj whole,50g,
15518,"bb popular|cardamom green elakki|100g",bb popular,cardamom green elakki,100g,"Foodgrains, Oil & Masala"
15519,"bb popular|cardamom green elakki|10g",bb popular,cardamom green elakki,10g,"Foodgrains, Oil & Masala"
15520,"bb popular|cardamom green elakki|20g",bb popular,cardamom green elakki,20g,"Foodgrains, Oil & Masala"
